PAD_NONE,0
PAD_PULLDOWN,1
PAD_PULLUP,2
PAD_KEEPER,3
,
PAD_C_GPIO_BASE,0
PAD_S_GPIO_BASE,96
PAD_P_GPIO_BASE,128
PAD_L_GPIO_BASE,224
PAD_D_GPIO_BASE,288
PAD_H_GPIO_BASE,320
PAD_A_GPIO_BASE,352
PAD_DS_GROUP_10,0
PAD_DS_GROUP_16,268435456
PAD_DS_GROUP_40,2147483648
PAD_PIN_NOT_EXIST,64
PAD_PIN_CGPIO0,0
PAD_PIN_CGPIO1,2
PAD_PIN_CGPIO2,4
PAD_PIN_CGPIO3,6
PAD_PIN_CGPIO4,8
PAD_PIN_CGPIO5,10
PAD_PIN_CGPIO6,12
PAD_PIN_CGPIO7,14
PAD_PIN_CGPIO8,16
PAD_PIN_CGPIO9,18
PAD_PIN_CGPIO10,20
PAD_PIN_CGPIO11,22
PAD_PIN_CGPIO12,24
PAD_PIN_CGPIO13,26
PAD_PIN_CGPIO14,28
PAD_PIN_CGPIO15,30
PAD_PIN_CGPIO16,32
PAD_PIN_CGPIO17,34
PAD_PIN_CGPIO18,36
PAD_PIN_CGPIO19,38
PAD_PIN_CGPIO20,40
PAD_PIN_CGPIO21,42
PAD_PIN_CGPIO22,44
PAD_PIN_SGPIO0,96
PAD_PIN_SGPIO1,98
PAD_PIN_SGPIO2,100
PAD_PIN_SGPIO3,102
PAD_PIN_SGPIO4,104
PAD_PIN_SGPIO5,106
PAD_PIN_SGPIO6,108
PAD_PIN_SGPIO7,110
PAD_PIN_SGPIO8,112
PAD_PIN_SGPIO9,114
PAD_PIN_SGPIO10,116
PAD_PIN_SGPIO11,118
PAD_PIN_SGPIO12,120
PAD_PIN_PGPIO0,128
PAD_PIN_PGPIO1,130
PAD_PIN_PGPIO2,132
PAD_PIN_PGPIO3,134
PAD_PIN_PGPIO4,136
PAD_PIN_PGPIO5,138
PAD_PIN_PGPIO6,140
PAD_PIN_PGPIO7,142
PAD_PIN_PGPIO8,144
PAD_PIN_PGPIO9,146
PAD_PIN_PGPIO10,148
PAD_PIN_PGPIO11,150
PAD_PIN_PGPIO12,152
PAD_PIN_PGPIO13,154
PAD_PIN_PGPIO14,156
PAD_PIN_PGPIO15,158
PAD_PIN_PGPIO16,160
PAD_PIN_PGPIO17,162
PAD_PIN_PGPIO18,164
PAD_PIN_PGPIO19,166
PAD_PIN_PGPIO20,168
PAD_PIN_PGPIO21,170
PAD_PIN_PGPIO22,172
PAD_PIN_PGPIO23,174
PAD_PIN_PGPIO24,176
PAD_PIN_PGPIO25,178
PAD_PIN_LGPIO0,224
PAD_PIN_LGPIO1,226
PAD_PIN_LGPIO2,228
PAD_PIN_LGPIO3,230
PAD_PIN_LGPIO4,232
PAD_PIN_LGPIO5,234
PAD_PIN_LGPIO6,236
PAD_PIN_LGPIO7,238
PAD_PIN_LGPIO8,240
PAD_PIN_LGPIO9,242
PAD_PIN_LGPIO10,244
PAD_PIN_LGPIO11,246
PAD_PIN_LGPIO12,248
PAD_PIN_LGPIO13,250
PAD_PIN_LGPIO14,252
PAD_PIN_LGPIO15,254
PAD_PIN_LGPIO16,256
PAD_PIN_LGPIO17,258
PAD_PIN_LGPIO18,260
PAD_PIN_LGPIO19,262
PAD_PIN_LGPIO20,264
PAD_PIN_LGPIO21,266
PAD_PIN_LGPIO22,268
PAD_PIN_LGPIO23,270
PAD_PIN_LGPIO24,272
PAD_PIN_DGPIO0,288
PAD_PIN_DGPIO1,290
PAD_PIN_DGPIO2,292
PAD_PIN_DGPIO3,294
PAD_PIN_DGPIO4,296
PAD_PIN_DGPIO5,298
PAD_PIN_DGPIO6,300
PAD_PIN_DGPIO7,302
PAD_PIN_DGPIO8,304
PAD_PIN_DGPIO9,306
PAD_PIN_DGPIO10,308
PAD_PIN_HSIGPIO0,320
PAD_PIN_HSIGPIO1,322
PAD_PIN_HSIGPIO2,324
PAD_PIN_HSIGPIO3,326
PAD_PIN_HSIGPIO4,328
PAD_PIN_HSIGPIO5,330
PAD_PIN_HSIGPIO6,332
PAD_PIN_HSIGPIO7,334
PAD_PIN_HSIGPIO8,336
PAD_PIN_HSIGPIO9,338
PAD_PIN_HSIGPIO10,340
PAD_PIN_HSIGPIO11,342
PAD_PIN_AGPIO0,352
PAD_PIN_AGPIO1,354
PAD_PIN_AGPIO2,356
PAD_PIN_MAX,0
,
PAD_NONE,0
PAD_PULLDOWN,1
PAD_PULLUP,2
PAD_KEEPER,3
,
PAD_DRIVINGSINK_4MA,1
PAD_DRIVINGSINK_10MA,514
PAD_DRIVINGSINK_6MA,16
PAD_DRIVINGSINK_16MA,32
PAD_DRIVINGSINK_5MA,256
PAD_DRIVINGSINK_15MA,1024
PAD_DRIVINGSINK_20MA,2048
PAD_DRIVINGSINK_25MA,4096
PAD_DRIVINGSINK_30MA,8192
PAD_DRIVINGSINK_35MA,16384
PAD_DRIVINGSINK_40MA,32768
PAD_DRIVINGSINK_8MA,65536
PAD_DRIVINGSINK_12MA,131072
,
PAD_DS_CGPIO0,0
PAD_DS_CGPIO1,2
PAD_DS_CGPIO2,4
PAD_DS_CGPIO3,6
PAD_DS_CGPIO4,8
PAD_DS_CGPIO5,10
PAD_DS_CGPIO6,12
PAD_DS_CGPIO7,14
PAD_DS_CGPIO8,268435472
PAD_DS_CGPIO9,18
PAD_DS_CGPIO10,20
PAD_DS_CGPIO11,2147483648
PAD_DS_CGPIO12,2147483652
PAD_DS_CGPIO13,2147483656
PAD_DS_CGPIO14,2147483660
PAD_DS_CGPIO15,2147483664
PAD_DS_CGPIO16,2147483668
PAD_DS_CGPIO17,2147483672
PAD_DS_CGPIO18,268435492
PAD_DS_CGPIO19,268435494
PAD_DS_CGPIO20,268435496
PAD_DS_CGPIO21,268435498
PAD_DS_CGPIO22,268435500
PAD_DS_SGPIO0,268435552
PAD_DS_SGPIO1,268435554
PAD_DS_SGPIO2,100
PAD_DS_SGPIO3,102
PAD_DS_SGPIO4,104
PAD_DS_SGPIO5,268435562
PAD_DS_SGPIO6,108
PAD_DS_SGPIO7,110
PAD_DS_SGPIO8,112
PAD_DS_SGPIO9,114
PAD_DS_SGPIO10,116
PAD_DS_SGPIO11,118
PAD_DS_SGPIO12,120
PAD_DS_PGPIO0,128
PAD_DS_PGPIO1,130
PAD_DS_PGPIO2,132
PAD_DS_PGPIO3,134
PAD_DS_PGPIO4,136
PAD_DS_PGPIO5,138
PAD_DS_PGPIO6,140
PAD_DS_PGPIO7,142
PAD_DS_PGPIO8,268435600
PAD_DS_PGPIO9,146
PAD_DS_PGPIO10,148
PAD_DS_PGPIO11,150
PAD_DS_PGPIO12,152
PAD_DS_PGPIO13,154
PAD_DS_PGPIO14,156
PAD_DS_PGPIO15,158
PAD_DS_PGPIO16,160
PAD_DS_PGPIO17,162
PAD_DS_PGPIO18,164
PAD_DS_PGPIO19,166
PAD_DS_PGPIO20,168
PAD_DS_PGPIO21,170
PAD_DS_PGPIO22,172
PAD_DS_PGPIO23,174
PAD_DS_PGPIO24,176
PAD_DS_PGPIO25,178
PAD_DS_LGPIO0,224
PAD_DS_LGPIO1,226
PAD_DS_LGPIO2,228
PAD_DS_LGPIO3,230
PAD_DS_LGPIO4,232
PAD_DS_LGPIO5,234
PAD_DS_LGPIO6,236
PAD_DS_LGPIO7,238
PAD_DS_LGPIO8,268435696
PAD_DS_LGPIO9,242
PAD_DS_LGPIO10,244
PAD_DS_LGPIO11,246
PAD_DS_LGPIO12,248
PAD_DS_LGPIO13,250
PAD_DS_LGPIO14,252
PAD_DS_LGPIO15,254
PAD_DS_LGPIO16,256
PAD_DS_LGPIO17,258
PAD_DS_LGPIO18,260
PAD_DS_LGPIO19,262
PAD_DS_LGPIO20,264
PAD_DS_LGPIO21,266
PAD_DS_LGPIO22,268
PAD_DS_LGPIO23,270
PAD_DS_LGPIO24,272
PAD_DS_DGPIO0,268435744
PAD_DS_DGPIO1,268435746
PAD_DS_DGPIO2,268435748
PAD_DS_DGPIO3,268435750
PAD_DS_DGPIO4,268435752
PAD_DS_DGPIO5,268435754
PAD_DS_DGPIO6,268435756
PAD_DS_DGPIO7,302
PAD_DS_DGPIO8,268435760
PAD_DS_DGPIO9,268435762
PAD_DS_DGPIO10,268435764
PAD_DS_HSIGPIO0,320
PAD_DS_HSIGPIO1,322
PAD_DS_HSIGPIO2,324
PAD_DS_HSIGPIO3,326
PAD_DS_HSIGPIO4,328
PAD_DS_HSIGPIO5,330
PAD_DS_HSIGPIO6,332
PAD_DS_HSIGPIO7,334
PAD_DS_HSIGPIO8,336
PAD_DS_HSIGPIO9,338
PAD_DS_HSIGPIO10,340
PAD_DS_HSIGPIO11,342
PAD_DS_AGPIO0,352
PAD_DS_AGPIO1,354
PAD_DS_AGPIO2,356
PAD_DS_MAX,356
,
PAD_POWERID_MC0,0
PAD_POWERID_MC1,1
PAD_POWERID_ADC,2
PAD_POWERID_CSI,4
,
PAD_3P3V,0
PAD_AVDD,0
PAD_1P8V,1
PAD_PAD_VAD,1
,
PAD_VAD_2P9V,0
PAD_VAD_3P0V,1
PAD_VAD_3P1V,3
PAD_VAD_2P4V,100
PAD_VAD_2P5V,101
PAD_VAD_2P6V,103
,
PAD_PIN_CGPIO23,0
PAD_DS_CGPIO23,0
PAD_DS_CGPIO24,0
PAD_DS_CGPIO25,0
PAD_DS_CGPIO26,0
PAD_DS_CGPIO27,0
PAD_DS_CGPIO28,0
PAD_DS_CGPIO29,0
PAD_DS_CGPIO30,0
PAD_DS_CGPIO31,0
PAD_DS_CGPIO32,0
PAD_DS_CGPIO33,0
PAD_DS_PGPIO39,0
